index,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
1856,24015.0,Cecil,Maryland,US,2020-09-15,39.56647682,-75.94627411,942,31,0,911.0,"Cecil, Maryland, US",915.8524135919498,3.2908704883227182
1857,24017.0,Charles,Maryland,US,2020-09-15,38.51092331,-76.98580666,2607,95,0,2512.0,"Charles, Maryland, US",1596.8687406971826,3.64403528960491
1858,24019.0,Dorchester,Maryland,US,2020-09-15,38.45413522,-76.02752426,538,9,0,529.0,"Dorchester, Maryland, US",1684.9885683861066,1.6728624535315986
1859,24021.0,Frederick,Maryland,US,2020-09-15,39.47296601,-77.39999394,3785,128,0,3657.0,"Frederick, Maryland, US",1458.310055596867,3.381770145310436
1860,24023.0,Garrett,Maryland,US,2020-09-15,39.52786077,-79.27355126,71,1,0,70.0,"Garrett, Maryland, US",244.7094506100503,1.4084507042253518
1861,24025.0,Harford,Maryland,US,2020-09-15,39.55010644,-76.30775940000002,2846,75,0,2771.0,"Harford, Maryland, US",1114.151604480095,2.635277582572031
1862,24027.0,Howard,Maryland,US,2020-09-15,39.25305293,-76.93126208,4809,119,0,4690.0,"Howard, Maryland, US",1476.5574626178268,2.4745269286754
1863,24029.0,Kent,Maryland,US,2020-09-15,39.24976208,-76.04741541,293,24,0,269.0,"Kent, Maryland, US",1508.5984965503037,8.19112627986348
1864,24031.0,Montgomery,Maryland,US,2020-09-15,39.13676329,-77.20358245,21375,835,0,20540.0,"Montgomery, Maryland, US",2034.3812815983429,3.906432748538012
1865,24033.0,Prince George's,Maryland,US,2020-09-15,38.83070039,-76.8496441,27891,813,0,27078.0,"Prince George's, Maryland, US",3067.21344466842,2.914918791007852
1866,24035.0,Queen Anne's,Maryland,US,2020-09-15,39.06198912,-76.03530977,613,26,0,587.0,"Queen Anne's, Maryland, US",1216.7285286119768,4.241435562805873
1867,24039.0,Somerset,Maryland,US,2020-09-15,38.1163542,-75.75118623,225,4,0,221.0,"Somerset, Maryland, US",878.3572767020613,1.7777777777777777
1868,24037.0,St. Mary's,Maryland,US,2020-09-15,38.30058422,-76.60629279999998,1202,57,0,1145.0,"St. Mary's, Maryland, US",1058.9375385428596,4.742096505823628
1869,24041.0,Talbot,Maryland,US,2020-09-15,38.76618159,-76.10882561,515,5,0,510.0,"Talbot, Maryland, US",1385.1160538984964,0.9708737864077671
1870,90024.0,Unassigned,Maryland,US,2020-09-15,,,0,15,0,-15.0,"Unassigned, Maryland, US",,
1871,24043.0,Washington,Maryland,US,2020-09-15,39.60835778,-77.82002295,1525,35,0,1490.0,"Washington, Maryland, US",1009.6061542943021,2.295081967213114
1872,24045.0,Wicomico,Maryland,US,2020-09-15,38.37301947,-75.62705831,1819,48,0,1771.0,"Wicomico, Maryland, US",1755.6389888909266,2.638812534359538
1873,24047.0,Worcester,Maryland,US,2020-09-15,38.21274277,-75.33200012,953,26,0,927.0,"Worcester, Maryland, US",1823.0162981100314,2.728226652675761
1874,25001.0,Barnstable,Massachusetts,US,2020-09-15,41.72980578,-70.28854339,1687,170,0,1517.0,"Barnstable, Massachusetts, US",792.0559650687826,10.077059869590991
1875,25003.0,Berkshire,Massachusetts,US,2020-09-15,42.37428441,-73.20524838,687,47,0,640.0,"Berkshire, Massachusetts, US",549.846331156358,6.841339155749637
1876,25005.0,Bristol,Massachusetts,US,2020-09-15,41.79228404,-71.10872211,9565,675,0,8890.0,"Bristol, Massachusetts, US",1692.2704023410479,7.0569785676947205
1877,,Dukes and Nantucket,Massachusetts,US,2020-09-15,41.40674725,-70.68763497,134,1,0,133.0,"Dukes and Nantucket, Massachusetts, US",466.39518290348406,0.746268656716418
1878,25009.0,Essex,Massachusetts,US,2020-09-15,42.6687626,-70.94687179,18746,1261,0,17485.0,"Essex, Massachusetts, US",2375.8165047387056,6.726768377253814
1879,25011.0,Franklin,Massachusetts,US,2020-09-15,42.58119713,-72.58602547,397,67,0,330.0,"Franklin, Massachusetts, US",565.6882302650328,16.876574307304786
1880,25013.0,Hampden,Massachusetts,US,2020-09-15,42.13440424,-72.63235561,7885,767,0,7118.0,"Hampden, Massachusetts, US",1690.7104200080623,9.72733037412809
1881,25015.0,Hampshire,Massachusetts,US,2020-09-15,42.33997957,-72.65898478,1198,141,0,1057.0,"Hampshire, Massachusetts, US",744.8859043710753,11.769616026711185
1882,25017.0,Middlesex,Massachusetts,US,2020-09-15,42.48607732,-71.39049229,26304,2109,0,24195.0,"Middlesex, Massachusetts, US",1632.0665335152532,8.01779197080292
1883,25021.0,Norfolk,Massachusetts,US,2020-09-15,42.16073095,-71.20530408,9864,1034,0,8830.0,"Norfolk, Massachusetts, US",1395.635103109193,10.482562854825627
1884,25023.0,Plymouth,Massachusetts,US,2020-09-15,41.94070556,-70.80802823,9407,753,0,8654.0,"Plymouth, Massachusetts, US",1804.8664433367483,8.004677367917509
1885,25025.0,Suffolk,Massachusetts,US,2020-09-15,42.327951399999996,-71.07850442,23306,1120,0,22186.0,"Suffolk, Massachusetts, US",2899.091561586104,4.8056294516433535
1886,90025.0,Unassigned,Massachusetts,US,2020-09-15,,,2311,5,0,2306.0,"Unassigned, Massachusetts, US",,0.2163565556036348
1887,25027.0,Worcester,Massachusetts,US,2020-09-15,42.35026951,-71.90493363,13902,1075,0,12827.0,"Worcester, Massachusetts, US",1673.6855031530588,7.732700330887643
2443,34001.0,Atlantic,New Jersey,US,2020-09-15,39.47538693,-74.65848483,3911,254,0,3657.0,"Atlantic, New Jersey, US",1483.2935108279294,6.4945026847353615
2444,34003.0,Bergen,New Jersey,US,2020-09-15,40.96010917,-74.07164325,21999,2042,0,19957.0,"Bergen, New Jersey, US",2359.8962456634936,9.28224010182281
2445,34005.0,Burlington,New Jersey,US,2020-09-15,39.87681124,-74.66927768,6782,490,0,6292.0,"Burlington, New Jersey, US",1522.8506182791473,7.225007372456503
2446,34007.0,Camden,New Jersey,US,2020-09-15,39.80343818,-74.96388753,9534,600,0,8934.0,"Camden, New Jersey, US",1882.4374939532568,6.293266205160477
2447,34009.0,Cape May,New Jersey,US,2020-09-15,39.15008829,-74.80170244,982,94,0,888.0,"Cape May, New Jersey, US",1066.9390149827789,9.572301425661914
2448,34011.0,Cumberland,New Jersey,US,2020-09-15,39.37199394,-75.10712559,3700,157,0,3543.0,"Cumberland, New Jersey, US",2474.4694938037946,4.243243243243243
2449,34013.0,Essex,New Jersey,US,2020-09-15,40.78681335,-74.24657979,20702,2122,0,18580.0,"Essex, New Jersey, US",2591.069808191746,10.250217370302387
2450,34015.0,Gloucester,New Jersey,US,2020-09-15,39.71581067,-75.13995546,4147,224,0,3923.0,"Gloucester, New Jersey, US",1421.9780822669354,5.4014950566674695
2451,34017.0,Hudson,New Jersey,US,2020-09-15,40.73766234,-74.07515667,20403,1512,0,18891.0,"Hudson, New Jersey, US",3034.395165907932,7.41067490074989
2452,34019.0,Hunterdon,New Jersey,US,2020-09-15,40.56335249,-74.91284156,1264,125,0,1139.0,"Hunterdon, New Jersey, US",1016.314092513528,9.889240506329116
2453,34021.0,Mercer,New Jersey,US,2020-09-15,40.28047017,-74.70479631,8510,634,0,7876.0,"Mercer, New Jersey, US",2316.087418011594,7.45005875440658
2454,34023.0,Middlesex,New Jersey,US,2020-09-15,40.43629879,-74.41426991,18909,1423,0,17486.0,"Middlesex, New Jersey, US",2291.827765670944,7.525516949600719
2455,34025.0,Monmouth,New Jersey,US,2020-09-15,40.26549699,-74.22240686,11268,864,0,10404.0,"Monmouth, New Jersey, US",1820.9584757472187,7.667731629392972
2456,34027.0,Morris,New Jersey,US,2020-09-15,40.86095313,-74.54553709999998,7671,831,0,6840.0,"Morris, New Jersey, US",1559.6376907359027,10.833007430582716
2457,34029.0,Ocean,New Jersey,US,2020-09-15,39.8895449,-74.28089251,11821,1038,0,10783.0,"Ocean, New Jersey, US",1946.8498944310309,8.780982996362406
2458,34031.0,Passaic,New Jersey,US,2020-09-15,41.03238628,-74.29954144,18690,1251,0,17439.0,"Passaic, New Jersey, US",3724.398496690088,6.693418940609952
2459,34033.0,Salem,New Jersey,US,2020-09-15,39.58719656,-75.34696629999998,1022,89,0,933.0,"Salem, New Jersey, US",1638.2143143383826,8.708414872798434
2460,34035.0,Somerset,New Jersey,US,2020-09-15,40.56465737,-74.61683016,5596,568,0,5028.0,"Somerset, New Jersey, US",1701.253138927566,10.15010721944246
2461,34037.0,Sussex,New Jersey,US,2020-09-15,41.13891592,-74.69118243,1430,198,0,1232.0,"Sussex, New Jersey, US",1017.8805307214853,13.846153846153848
2462,90034.0,Unassigned,New Jersey,US,2020-09-15,,,301,0,0,301.0,"Unassigned, New Jersey, US",,0.0
2463,34039.0,Union,New Jersey,US,2020-09-15,40.65835409,-74.30680092,17337,1356,0,15981.0,"Union, New Jersey, US",3116.254239755833,7.821422391417201
2464,34041.0,Warren,New Jersey,US,2020-09-15,40.85951833,-74.99556527,1425,171,0,1254.0,"Warren, New Jersey, US",1353.7005899284675,12.0
2499,36001.0,Albany,New York,US,2020-09-15,42.60060306,-73.97723916,2936,133,0,2803.0,"Albany, New York, US",961.0285886365573,4.529972752043596
2500,36003.0,Allegany,New York,US,2020-09-15,42.25748406,-78.02750466,94,1,0,93.0,"Allegany, New York, US",203.94437091840047,1.0638297872340423
2501,36005.0,Bronx,New York,US,2020-09-15,40.85209301,-73.86282755,52335,4936,0,47399.0,"Bronx, New York, US",3690.222936426065,9.43154676602656
2502,36007.0,Broome,New York,US,2020-09-15,42.15903158,-75.81326086,1423,69,0,1354.0,"Broome, New York, US",747.0286842215783,4.848910751932537
2503,36009.0,Cattaraugus,New York,US,2020-09-15,42.24778241,-78.67923096,242,6,0,236.0,"Cattaraugus, New York, US",317.9316052918533,2.479338842975207
2504,36011.0,Cayuga,New York,US,2020-09-15,42.91261714,-76.55731592,191,2,0,189.0,"Cayuga, New York, US",249.4254074383619,1.0471204188481675
2505,36013.0,Chautauqua,New York,US,2020-09-15,42.22769210000001,-79.36691763,523,9,0,514.0,"Chautauqua, New York, US",412.12579686847437,1.7208413001912046
2506,36015.0,Chemung,New York,US,2020-09-15,42.13891056,-76.7638805,269,3,0,266.0,"Chemung, New York, US",322.325536809816,1.1152416356877324
2507,36017.0,Chenango,New York,US,2020-09-15,42.49430041,-75.60887553,245,7,0,238.0,"Chenango, New York, US",518.9908276314953,2.8571428571428568
2508,36019.0,Clinton,New York,US,2020-09-15,44.74530905,-73.67875352,154,5,0,149.0,"Clinton, New York, US",191.34000124246757,3.2467532467532467
2509,36021.0,Columbia,New York,US,2020-09-15,42.24819348,-73.63089095,577,37,0,540.0,"Columbia, New York, US",970.383949143136,6.412478336221838
2510,36023.0,Cortland,New York,US,2020-09-15,42.59509207,-76.07048931,137,0,0,137.0,"Cortland, New York, US",287.93005611483574,0.0
2511,36025.0,Delaware,New York,US,2020-09-15,42.19837623,-74.96709306,128,4,0,124.0,"Delaware, New York, US",290.01925909142415,3.125
2512,36027.0,Dutchess,New York,US,2020-09-15,41.76486060000001,-73.74356679,5006,153,0,4853.0,"Dutchess, New York, US",1701.459462031555,3.0563324011186577
2513,36029.0,Erie,New York,US,2020-09-15,42.76249024,-78.73063652,10716,681,0,10035.0,"Erie, New York, US",1166.4282868655996,6.35498320268757
2514,36031.0,Essex,New York,US,2020-09-15,44.11630765,-73.77297842,153,0,0,153.0,"Essex, New York, US",414.80276535176887,0.0
2515,36033.0,Franklin,New York,US,2020-09-15,44.59040891,-74.29926032,63,0,0,63.0,"Franklin, New York, US",125.94458438287157,0.0
2516,36035.0,Fulton,New York,US,2020-09-15,43.11363907,-74.41798804,324,24,0,300.0,"Fulton, New York, US",606.9347919749732,7.407407407407407
2517,36037.0,Genesee,New York,US,2020-09-15,43.0022601,-78.19135193,307,5,0,302.0,"Genesee, New York, US",535.963687150838,1.6286644951140066
2518,36039.0,Greene,New York,US,2020-09-15,42.275797,-74.12384884,318,18,0,300.0,"Greene, New York, US",673.9001441044334,5.660377358490566
2519,36041.0,Hamilton,New York,US,2020-09-15,43.66146647,-74.49721957,14,0,0,14.0,"Hamilton, New York, US",317.0289855072464,0.0
2520,36043.0,Herkimer,New York,US,2020-09-15,43.42034246,-74.96145307,313,10,0,303.0,"Herkimer, New York, US",510.4453758215235,3.194888178913738
2521,36045.0,Jefferson,New York,US,2020-09-15,44.04200959,-75.94653457,158,0,0,158.0,"Jefferson, New York, US",143.85345157237285,0.0
2522,36047.0,Kings,New York,US,2020-09-15,40.636182500000004,-73.94935552,66381,7309,0,59072.0,"Kings, New York, US",2593.106066909567,11.010680767086965
2523,36049.0,Lewis,New York,US,2020-09-15,43.784415700000004,-75.44903992,50,0,0,50.0,"Lewis, New York, US",190.14298752661998,0.0
2524,36051.0,Livingston,New York,US,2020-09-15,42.72596275,-77.77966158,196,8,0,188.0,"Livingston, New York, US",311.5363829990145,4.081632653061225
2525,36053.0,Madison,New York,US,2020-09-15,42.91653905,-75.67266639,480,17,0,463.0,"Madison, New York, US",676.6185985537277,3.5416666666666665
2526,36055.0,Monroe,New York,US,2020-09-15,43.14638895,-77.69322942,5793,289,0,5504.0,"Monroe, New York, US",780.9698424039798,4.988779561539789
2527,36057.0,Montgomery,New York,US,2020-09-15,42.90123494,-74.44011632,218,4,0,214.0,"Montgomery, New York, US",442.9003880457528,1.834862385321101
2528,36059.0,Nassau,New York,US,2020-09-15,40.74066522,-73.58941873,45840,2199,0,43641.0,"Nassau, New York, US",3378.2289944020445,4.797120418848167
2529,36061.0,New York,New York,US,2020-09-15,40.76727260000001,-73.97152637,32772,3177,0,29595.0,"New York, New York, US",2012.149522381572,9.694251190040276
2530,36063.0,Niagara,New York,US,2020-09-15,43.19898042,-78.74777412,1693,101,0,1592.0,"Niagara, New York, US",808.9602018338977,5.9657412876550495
2531,36065.0,Oneida,New York,US,2020-09-15,43.24375382,-75.43710392,2356,120,0,2236.0,"Oneida, New York, US",1030.3011750506187,5.093378607809846
2532,36067.0,Onondaga,New York,US,2020-09-15,43.00491923,-76.19971155,4114,204,0,3910.0,"Onondaga, New York, US",893.3224472779071,4.958677685950414
2533,36069.0,Ontario,New York,US,2020-09-15,42.85145728,-77.30874425,444,35,0,409.0,"Ontario, New York, US",404.4563068766682,7.882882882882883
2534,36071.0,Orange,New York,US,2020-09-15,41.40337468,-74.30240757,11676,495,0,11181.0,"Orange, New York, US",3033.19997921754,4.2394655704008235
2535,36073.0,Orleans,New York,US,2020-09-15,43.2516977,-78.2320066,322,54,0,268.0,"Orleans, New York, US",797.9777954004758,16.770186335403725
2536,36075.0,Oswego,New York,US,2020-09-15,43.42778894,-76.14635194,402,3,0,399.0,"Oswego, New York, US",343.22598271916945,0.746268656716418
2537,36077.0,Otsego,New York,US,2020-09-15,42.63492579,-75.03151402,316,5,0,311.0,"Otsego, New York, US",531.1549257895887,1.5822784810126582
2538,36079.0,Putnam,New York,US,2020-09-15,41.42630093,-73.74965532,1564,63,0,1501.0,"Putnam, New York, US",1590.7241659886083,4.028132992327365
2539,36081.0,Queens,New York,US,2020-09-15,40.71088124,-73.81684712,71254,7235,0,64019.0,"Queens, New York, US",3161.423656681122,10.153815926123444
2540,36083.0,Rensselaer,New York,US,2020-09-15,42.71348136,-73.51089874,884,40,0,844.0,"Rensselaer, New York, US",556.9767002280832,4.524886877828054
2541,36085.0,Richmond,New York,US,2020-09-15,40.58582155,-74.14808598,15631,1084,0,14547.0,"Richmond, New York, US",3282.837298878698,6.9349369841980675
2542,36087.0,Rockland,New York,US,2020-09-15,41.15027894,-74.02560498,14617,674,0,13943.0,"Rockland, New York, US",4486.646264913794,4.611069302866525
2543,36091.0,Saratoga,New York,US,2020-09-15,43.10904162,-73.86653895,965,17,0,948.0,"Saratoga, New York, US",419.81528127623847,1.7616580310880832
2544,36093.0,Schenectady,New York,US,2020-09-15,42.81668777,-74.05278291,1358,45,0,1313.0,"Schenectady, New York, US",874.4422050367357,3.3136966126656846
2545,36095.0,Schoharie,New York,US,2020-09-15,42.58831742,-74.44339029999998,83,0,0,83.0,"Schoharie, New York, US",267.7505725991161,0.0
2546,36097.0,Schuyler,New York,US,2020-09-15,42.39184015,-76.8773299,33,0,0,33.0,"Schuyler, New York, US",185.32037962598977,0.0
2547,36099.0,Seneca,New York,US,2020-09-15,42.78081007,-76.82497064,104,3,0,101.0,"Seneca, New York, US",305.7384760112888,2.8846153846153846
2548,36089.0,St. Lawrence,New York,US,2020-09-15,44.4976179,-75.06550039,308,4,0,304.0,"St. Lawrence, New York, US",285.873398923334,1.2987012987012987
2549,36101.0,Steuben,New York,US,2020-09-15,42.2689144,-77.3829924,331,42,0,289.0,"Steuben, New York, US",347.0365594103524,12.68882175226586
2550,36103.0,Suffolk,New York,US,2020-09-15,40.88320119,-72.8012172,45785,2008,0,43777.0,"Suffolk, New York, US",3100.702220843681,4.385715845801027
2551,36105.0,Sullivan,New York,US,2020-09-15,41.71579493,-74.76394559,1559,48,0,1511.0,"Sullivan, New York, US",2066.762116873476,3.078896728672226
2552,36107.0,Tioga,New York,US,2020-09-15,42.16852837,-76.30835812,221,25,0,196.0,"Tioga, New York, US",458.47768811069847,11.312217194570133
2553,36109.0,Tompkins,New York,US,2020-09-15,42.44945765,-76.47229843,384,0,0,384.0,"Tompkins, New York, US",375.80739870816205,0.0
2554,36111.0,Ulster,New York,US,2020-09-15,41.89027881,-74.26252104,2225,94,0,2131.0,"Ulster, New York, US",1253.0058060628587,4.224719101123595
2555,90036.0,Unassigned,New York,US,2020-09-15,,,0,17,0,-17.0,"Unassigned, New York, US",,
2556,36113.0,Warren,New York,US,2020-09-15,43.56173026,-73.8433699,348,33,0,315.0,"Warren, New York, US",544.2261979231828,9.482758620689657
2557,36115.0,Washington,New York,US,2020-09-15,43.31153794,-73.43043448,284,14,0,270.0,"Washington, New York, US",464.0219593490622,4.929577464788731
2558,36117.0,Wayne,New York,US,2020-09-15,43.15494365,-77.02976528,304,5,0,299.0,"Wayne, New York, US",338.0858115171601,1.6447368421052633
2559,36119.0,Westchester,New York,US,2020-09-15,41.16278376,-73.75741653,37601,1452,0,36149.0,"Westchester, New York, US",3886.384167126612,3.8615994255471935
2560,36121.0,Wyoming,New York,US,2020-09-15,42.70145109,-78.22199579,130,5,0,125.0,"Wyoming, New York, US",326.14967761358787,3.8461538461538463
2561,36123.0,Yates,New York,US,2020-09-15,42.63505484,-77.10369919,62,7,0,55.0,"Yates, New York, US",248.8660538674588,11.290322580645164
2923,42001.0,Adams,Pennsylvania,US,2020-09-15,39.87140411,-77.21610347,749,25,0,724.0,"Adams, Pennsylvania, US",727.1209311807705,3.337783711615488
2924,42003.0,Allegheny,Pennsylvania,US,2020-09-15,40.46809875,-79.98167747,11358,335,0,11023.0,"Allegheny, Pennsylvania, US",934.0114880617084,2.9494629336150733
2925,42005.0,Armstrong,Pennsylvania,US,2020-09-15,40.81665618,-79.46290811,386,13,0,373.0,"Armstrong, Pennsylvania, US",596.2771298370279,3.3678756476683938
2926,42007.0,Beaver,Pennsylvania,US,2020-09-15,40.6825484,-80.34921611,1796,110,0,1686.0,"Beaver, Pennsylvania, US",1095.5962642363465,6.124721603563473
2927,42009.0,Bedford,Pennsylvania,US,2020-09-15,40.00522157,-78.48998442,213,6,0,207.0,"Bedford, Pennsylvania, US",444.7878382893417,2.8169014084507036
2928,42011.0,Berks,Pennsylvania,US,2020-09-15,40.41570541,-75.92457766,6641,386,0,6255.0,"Berks, Pennsylvania, US",1576.8204309960015,5.8123776539677765
2929,42013.0,Blair,Pennsylvania,US,2020-09-15,40.47961444,-78.34917412,536,13,0,523.0,"Blair, Pennsylvania, US",439.96092884288635,2.4253731343283578
2930,42015.0,Bradford,Pennsylvania,US,2020-09-15,41.78869215,-76.51570822,114,3,0,111.0,"Bradford, Pennsylvania, US",188.98264343616864,2.631578947368421
2931,42017.0,Bucks,Pennsylvania,US,2020-09-15,40.33682119,-75.10836643,8349,596,0,7753.0,"Bucks, Pennsylvania, US",1328.8872618460216,7.138579470595281
2932,42019.0,Butler,Pennsylvania,US,2020-09-15,40.91152759,-79.91351055,945,21,0,924.0,"Butler, Pennsylvania, US",503.05291903775833,2.2222222222222223
2933,42021.0,Cambria,Pennsylvania,US,2020-09-15,40.49527404,-78.71377428,527,7,0,520.0,"Cambria, Pennsylvania, US",404.7867764532383,1.3282732447817838
2934,42023.0,Cameron,Pennsylvania,US,2020-09-15,41.43625568,-78.20376845,8,0,0,8.0,"Cameron, Pennsylvania, US",179.89655947830002,0.0
2935,42025.0,Carbon,Pennsylvania,US,2020-09-15,40.91545395,-75.7068525,439,28,0,411.0,"Carbon, Pennsylvania, US",683.9923966221057,6.378132118451026
2936,42027.0,Centre,Pennsylvania,US,2020-09-15,40.92058903,-77.82200624,1449,11,0,1438.0,"Centre, Pennsylvania, US",892.3237983803923,0.7591442374051071
2937,42029.0,Chester,Pennsylvania,US,2020-09-15,39.97291773,-75.74768357,6357,362,0,5995.0,"Chester, Pennsylvania, US",1210.8825137288588,5.694509988988518
2938,42031.0,Clarion,Pennsylvania,US,2020-09-15,41.19265812,-79.42413524,112,3,0,109.0,"Clarion, Pennsylvania, US",291.3783235340028,2.6785714285714284
2939,42033.0,Clearfield,Pennsylvania,US,2020-09-15,41.00110782,-78.47592663,288,1,0,287.0,"Clearfield, Pennsylvania, US",363.38401362690047,0.3472222222222222
2940,42035.0,Clinton,Pennsylvania,US,2020-09-15,41.23255967,-77.63785995,176,5,0,171.0,"Clinton, Pennsylvania, US",455.5808656036447,2.8409090909090913
2941,42037.0,Columbia,Pennsylvania,US,2020-09-15,41.04821986,-76.40565017,843,35,0,808.0,"Columbia, Pennsylvania, US",1297.6417708269196,4.1518386714116255
2942,42039.0,Crawford,Pennsylvania,US,2020-09-15,41.68447709,-80.10760592,257,3,0,254.0,"Crawford, Pennsylvania, US",303.67840811069493,1.1673151750972763
2943,42041.0,Cumberland,Pennsylvania,US,2020-09-15,40.1625372,-77.26130755,1696,73,0,1623.0,"Cumberland, Pennsylvania, US",669.3768007262108,4.304245283018868
2944,42043.0,Dauphin,Pennsylvania,US,2020-09-15,40.41377078,-76.77993242,3597,169,0,3428.0,"Dauphin, Pennsylvania, US",1292.4947628270313,4.698359744231304
2945,42045.0,Delaware,Pennsylvania,US,2020-09-15,39.91680171,-75.40243663,10967,744,0,10223.0,"Delaware, Pennsylvania, US",1935.0786153257093,6.783988328622232
2946,42047.0,Elk,Pennsylvania,US,2020-09-15,41.42822061,-78.64524744,66,2,0,64.0,"Elk, Pennsylvania, US",220.6619859578736,3.0303030303030303
2947,42049.0,Erie,Pennsylvania,US,2020-09-15,41.99253829,-80.03301954,1435,37,0,1398.0,"Erie, Pennsylvania, US",532.0174397911969,2.578397212543554
2948,42051.0,Fayette,Pennsylvania,US,2020-09-15,39.92041012,-79.64291195,750,7,0,743.0,"Fayette, Pennsylvania, US",580.1630644986617,0.9333333333333332
2949,42053.0,Forest,Pennsylvania,US,2020-09-15,41.51095103,-79.23229292,14,0,0,14.0,"Forest, Pennsylvania, US",193.1833862287843,0.0
2950,42055.0,Franklin,Pennsylvania,US,2020-09-15,39.92956518,-77.72157791,1677,49,0,1628.0,"Franklin, Pennsylvania, US",1081.7470505137817,2.9218843172331543
2951,42057.0,Fulton,Pennsylvania,US,2020-09-15,39.92913544,-78.11163677,41,2,0,39.0,"Fulton, Pennsylvania, US",282.17481073640744,4.878048780487805
2952,42059.0,Greene,Pennsylvania,US,2020-09-15,39.85746531,-80.22357106,160,1,0,159.0,"Greene, Pennsylvania, US",441.5863991389065,0.625
2953,42061.0,Huntingdon,Pennsylvania,US,2020-09-15,40.42162652,-77.97673273,393,6,0,387.0,"Huntingdon, Pennsylvania, US",870.5475810738968,1.5267175572519085
2954,42063.0,Indiana,Pennsylvania,US,2020-09-15,40.65241041,-79.08963285,553,11,0,542.0,"Indiana, Pennsylvania, US",657.7617070878879,1.9891500904159127
2955,42065.0,Jefferson,Pennsylvania,US,2020-09-15,41.12913106,-78.9986361,104,2,0,102.0,"Jefferson, Pennsylvania, US",239.4933793897524,1.9230769230769231
2956,42067.0,Juniata,Pennsylvania,US,2020-09-15,40.53358749,-77.39975129999998,169,6,0,163.0,"Juniata, Pennsylvania, US",682.4698138351572,3.5502958579881656
